sales_id,date,quantity_p1,quantity_p2,quantity_p3,quantity_p4,revenue_p1,revenue_p2,revenue_p3,revenue_p4
2893,"2018-05-27 00:00:00",6243,3328,347,544,19790.310,21099.520,1880.740,3878.720
2894,"2018-05-28 00:00:00",907,1988,2156,1544,2875.190,12603.920,11685.520,11008.720
2895,"2018-05-29 00:00:00",1821,3621,1380,857,5772.570,22957.140,7479.600,6110.410
2896,"2018-05-30 00:00:00",4304,512,1991,1846,13643.680,3246.080,10791.220,13161.980
2897,"2018-05-31 00:00:00",7728,3410,2764,936,24497.760,21619.400,14980.880,6673.680
2898,"2018-06-01 00:00:00",4581,2430,1369,639,14521.770,15406.200,7419.980,4556.070
2899,"2018-06-02 00:00:00",3613,325,738,874,11453.210,2060.500,3999.960,6231.620
29,"2010-07-12 00:00:00",5273,1888,5949,1677,16715.410,11969.920,32243.580,11957.010
290,"2011-03-31 00:00:00",464,2220,421,1663,1470.880,14074.800,2281.820,11857.190
2900,"2018-06-03 00:00:00",3032,967,4679,929,9611.440,6130.780,25360.180,6623.770
2901,"2018-06-04 00:00:00",7384,3040,5870,364,23407.280,19273.600,31815.400,2595.320
2902,"2018-06-05 00:00:00",6030,329,5291,1459,19115.100,2085.860,28677.220,10402.670
2903,"2018-06-06 00:00:00",794,2478,3893,1623,2516.980,15710.520,21100.060,11571.990
2905,"2018-06-08 00:00:00",4001,3520,4459,1073,12683.170,22316.800,24167.780,7650.490
2906,"2018-06-09 00:00:00",5410,2647,672,1414,17149.700,16781.980,3642.240,10081.820
2907,"2018-06-10 00:00:00",2557,889,1195,702,8105.690,5636.260,6476.900,5005.260
2908,"2018-06-11 00:00:00",3956,863,1513,1685,12540.520,5471.420,8200.460,12014.050
2909,"2018-06-12 00:00:00",1977,2441,4899,1481,6267.090,15475.940,26552.580,10559.530
291,"2011-04-01 00:00:00",4176,1068,1958,1985,13237.920,6771.120,10612.360,14153.050
2910,"2018-06-13 00:00:00",5830,3644,1349,1136,18481.100,23102.960,7311.580,8099.680
2911,"2018-06-14 00:00:00",6520,2166,2171,422,20668.400,13732.440,11766.820,3008.860
2912,"2018-06-15 00:00:00",6594,636,5675,354,20902.980,4032.240,30758.500,2524.020
2913,"2018-06-16 00:00:00",7106,2640,2710,758,22526.020,16737.600,14688.200,5404.540
2914,"2018-06-17 00:00:00",7673,1585,1626,446,24323.410,10048.900,8812.920,3179.980
2915,"2018-06-18 00:00:00",4651,1570,457,1740,14743.670,9953.800,2476.940,12406.200
2916,"2018-06-19 00:00:00",5348,3046,5813,386,16953.160,19311.640,31506.460,2752.180
2917,"2018-06-20 00:00:00",862,3379,4801,1239,2732.540,21422.860,26021.420,8834.070
2918,"2018-06-21 00:00:00",6643,426,3429,1603,21058.310,2700.840,18585.180,11429.390
2919,"2018-06-22 00:00:00",2778,1185,1068,1341,8806.260,7512.900,5788.560,9561.330
292,"2011-04-02 00:00:00",1314,3826,1653,1874,4165.380,24256.840,8959.260,13361.620
2920,"2018-06-23 00:00:00",805,1354,878,675,2551.850,8584.360,4758.760,4812.750
2921,"2018-06-24 00:00:00",4974,274,648,637,15767.580,1737.160,3512.160,4541.810
2922,"2018-06-25 00:00:00",4595,3551,3275,258,14566.150,22513.340,17750.500,1839.540
2923,"2018-06-26 00:00:00",2803,1485,1012,1659,8885.510,9414.900,5485.040,11828.670
2924,"2018-06-27 00:00:00",3317,2679,3377,1259,10514.890,16984.860,18303.340,8976.670
2925,"2018-06-28 00:00:00",6755,674,1224,268,21413.350,4273.160,6634.080,1910.840
2926,"2018-06-29 00:00:00",3750,2112,3149,390,11887.500,13390.080,17067.580,2780.700
2927,"2018-06-30 00:00:00",1670,3042,2799,252,5293.900,19286.280,15170.580,1796.760
2928,"2018-07-01 00:00:00",3864,3664,4251,719,12248.880,23229.760,23040.420,5126.470
2929,"2018-07-02 00:00:00",2476,1868,1312,1265,7848.920,11843.120,7111.040,9019.450
293,"2011-04-03 00:00:00",1947,2925,4086,1794,6171.990,18544.500,22146.120,12791.220
2930,"2018-07-03 00:00:00",4387,3112,2090,1813,13906.790,19730.080,11327.800,12926.690
2931,"2018-07-04 00:00:00",1333,2497,502,1276,4225.610,15830.980,2720.840,9097.880
2932,"2018-07-05 00:00:00",3238,448,869,1618,10264.460,2840.320,4709.980,11536.340
2933,"2018-07-06 00:00:00",7994,905,3440,820,25340.980,5737.700,18644.800,5846.600
2934,"2018-07-07 00:00:00",7515,580,3652,825,23822.550,3677.200,19793.840,5882.250
2935,"2018-07-08 00:00:00",2709,1143,2307,1765,8587.530,7246.620,12503.940,12584.450
2936,"2018-07-09 00:00:00",4719,3489,4906,1402,14959.230,22120.260,26590.520,9996.260
2937,"2018-07-10 00:00:00",7897,780,3613,1466,25033.490,4945.200,19582.460,10452.580
2938,"2018-07-11 00:00:00",4616,1790,5255,576,14632.720,11348.600,28482.100,4106.880
2939,"2018-07-12 00:00:00",444,641,641,1328,1407.480,4063.940,3474.220,9468.640
294,"2011-04-04 00:00:00",2226,3245,1005,746,7056.420,20573.300,5447.100,5318.980
2940,"2018-07-13 00:00:00",2324,3413,4863,365,7367.080,21638.420,26357.460,2602.450
2941,"2018-07-14 00:00:00",2517,811,3957,483,7978.890,5141.740,21446.940,3443.790
2942,"2018-07-15 00:00:00",423,3893,1186,554,1340.910,24681.620,6428.120,3950.020
2943,"2018-07-16 00:00:00",3822,2587,3161,381,12115.740,16401.580,17132.620,2716.530
2944,"2018-07-17 00:00:00",3067,516,2554,1860,9722.390,3271.440,13842.680,13261.800
2945,"2018-07-18 00:00:00",3310,1261,5757,321,10492.700,7994.740,31202.940,2288.730
2946,"2018-07-19 00:00:00",2744,847,2493,1649,8698.480,5369.980,13512.060,11757.370
2947,"2018-07-20 00:00:00",3573,2682,5966,1888,11326.410,17003.880,32335.720,13461.440
2948,"2018-07-21 00:00:00",1754,1356,3827,1207,5560.180,8597.040,20742.340,8605.910
2949,"2018-07-22 00:00:00",6222,1471,602,1702,19723.740,9326.140,3262.840,12135.260
295,"2011-04-05 00:00:00",3159,1842,1408,421,10014.030,11678.280,7631.360,3001.730
2950,"2018-07-23 00:00:00",5450,2569,624,1954,17276.500,16287.460,3382.080,13932.020
2951,"2018-07-24 00:00:00",4004,257,3788,681,12692.680,1629.380,20530.960,4855.530
2952,"2018-07-25 00:00:00",1838,3832,3152,1354,5826.460,24294.880,17083.840,9654.020
2953,"2018-07-26 00:00:00",6114,2409,2565,1247,19381.380,15273.060,13902.300,8891.110
2954,"2018-07-27 00:00:00",4556,3915,2502,1760,14442.520,24821.100,13560.840,12548.800
2955,"2018-07-28 00:00:00",7710,2766,5526,1274,24440.700,17536.440,29950.920,9083.620
2956,"2018-07-29 00:00:00",3250,1667,435,1538,10302.500,10568.780,2357.700,10965.940
2957,"2018-07-30 00:00:00",1839,1417,422,1445,5829.630,8983.780,2287.240,10302.850
2958,"2018-07-31 00:00:00",1377,3283,3420,1587,4365.090,20814.220,18536.400,11315.310
2959,"2018-08-01 00:00:00",6344,1748,2464,502,20110.480,11082.320,13354.880,3579.260
296,"2011-04-06 00:00:00",6244,3283,2935,395,19793.480,20814.220,15907.700,2816.350
2960,"2018-08-02 00:00:00",2402,2857,4199,556,7614.340,18113.380,22758.580,3964.280
2961,"2018-08-03 00:00:00",5837,3799,2894,374,18503.290,24085.660,15685.480,2666.620
2962,"2018-08-04 00:00:00",4776,788,4444,963,15139.920,4995.920,24086.480,6866.190
2963,"2018-08-05 00:00:00",2010,921,5799,1886,6371.700,5839.140,31430.580,13447.180
2964,"2018-08-06 00:00:00",4853,3340,3940,470,15384.010,21175.600,21354.800,3351.100
2965,"2018-08-07 00:00:00",7896,989,2098,975,25030.320,6270.260,11371.160,6951.750
2966,"2018-08-08 00:00:00",6098,1811,2313,1113,19330.660,11481.740,12536.460,7935.690
2967,"2018-08-09 00:00:00",1459,540,4533,1255,4625.030,3423.600,24568.860,8948.150
2968,"2018-08-10 00:00:00",2883,3987,5230,924,9139.110,25277.580,28346.600,6588.120
2969,"2018-08-11 00:00:00",7708,416,676,588,24434.360,2637.440,3663.920,4192.440
2970,"2018-08-12 00:00:00",4522,3655,1465,492,14334.740,23172.700,7940.300,3507.960
2971,"2018-08-13 00:00:00",3463,738,2375,1718,10977.710,4678.920,12872.500,12249.340
2972,"2018-08-14 00:00:00",2302,2091,2405,1559,7297.340,13256.940,13035.100,11115.670
2973,"2018-08-15 00:00:00",1979,843,3083,1414,6273.430,5344.620,16709.860,10081.820
2974,"2018-08-16 00:00:00",3981,2545,5153,1871,12619.770,16135.300,27929.260,13340.230
2975,"2018-08-17 00:00:00",2560,445,2940,1769,8115.200,2821.300,15934.800,12612.970
2976,"2018-08-18 00:00:00",3733,1386,5910,1185,11833.610,8787.240,32032.200,8449.050
2977,"2018-08-19 00:00:00",6188,3188,3391,439,19615.960,20211.920,18379.220,3130.070
2978,"2018-08-20 00:00:00",3047,3768,5824,1721,9658.990,23889.120,31566.080,12270.730
2979,"2018-08-21 00:00:00",1632,1060,3872,1427,5173.440,6720.400,20986.240,10174.510
298,"2011-04-08 00:00:00",6742,2425,4512,1168,21372.140,15374.500,24455.040,8327.840
2980,"2018-08-22 00:00:00",7938,3021,4468,859,25163.460,19153.140,24216.560,6124.670
2981,"2018-08-23 00:00:00",2377,2468,2397,1560,7535.090,15647.120,12991.740,11122.800
2982,"2018-08-24 00:00:00",940,3025,574,1272,2979.800,19178.500,3111.080,9069.360
2983,"2018-08-25 00:00:00",6321,772,603,485,20037.570,4894.480,3268.260,3458.050
2984,"2018-08-26 00:00:00",4103,2555,2839,684,13006.510,16198.700,15387.380,4876.920
2985,"2018-08-27 00:00:00",3871,1767,359,443,12271.070,11202.780,1945.780,3158.590
2986,"2018-08-28 00:00:00",4407,1856,3943,585,13970.190,11767.040,21371.060,4171.050
2988,"2018-08-31 00:00:00",4837,2976,1093,1203,15333.290,18867.840,5924.060,8577.390
2989,"2018-09-01 00:00:00",745,2657,1256,1827,2361.650,16845.380,6807.520,13026.510
299,"2011-04-09 00:00:00",483,507,2413,1389,1531.110,3214.380,13078.460,9903.570
2990,"2018-09-02 00:00:00",1207,1836,4913,831,3826.190,11640.240,26628.460,5925.030
2991,"2018-09-03 00:00:00",1969,1835,3555,1433,6241.730,11633.900,19268.100,10217.290
2992,"2018-09-04 00:00:00",5953,3505,2363,1915,18871.010,22221.700,12807.460,13653.950
2994,"2018-09-06 00:00:00",2784,1727,5486,1820,8825.280,10949.180,29734.120,12976.600
2995,"2018-09-07 00:00:00",6731,917,792,844,21337.270,5813.780,4292.640,6017.720
2996,"2018-09-08 00:00:00",2448,3525,1875,472,7760.160,22348.500,10162.500,3365.360
2997,"2018-09-09 00:00:00",2191,2935,4439,1348,6945.470,18607.900,24059.380,9611.240
2998,"2018-09-10 00:00:00",3133,1437,3205,1421,9931.610,9110.580,17371.100,10131.730
2999,"2018-09-11 00:00:00",2374,3755,3070,841,7525.580,23806.700,16639.400,5996.330
3,"2010-06-16 00:00:00",5657,2399,3140,1672,17932.690,15209.660,17018.800,11921.360
30,"2010-07-13 00:00:00",1562,1851,3289,1740,4951.540,11735.340,17826.380,12406.200
300,"2011-04-10 00:00:00",3840,617,1239,1696,12172.800,3911.780,6715.380,12092.480
3000,"2018-09-12 00:00:00",6927,2956,5746,263,21958.590,18741.040,31143.320,1875.190
3001,"2018-09-13 00:00:00",2461,2862,4458,1824,7801.370,18145.080,24162.360,13005.120
3002,"2018-09-14 00:00:00",5941,2705,5397,893,18832.970,17149.700,29251.740,6367.090
3003,"2018-09-15 00:00:00",4032,2376,5932,797,12781.440,15063.840,32151.440,5682.610
3004,"2018-09-16 00:00:00",2830,2182,2809,517,8971.100,13833.880,15224.780,3686.210
3005,"2018-09-17 00:00:00",6859,1766,5381,962,21743.030,11196.440,29165.020,6859.060
3006,"2018-09-18 00:00:00",1695,2581,5537,1502,5373.150,16363.540,30010.540,10709.260
3007,"2018-09-19 00:00:00",3865,268,1634,511,12252.050,1699.120,8856.280,3643.430
3008,"2018-09-20 00:00:00",7689,1171,5998,324,24374.130,7424.140,32509.160,2310.120
3009,"2018-09-21 00:00:00",3660,2155,3347,940,11602.200,13662.700,18140.740,6702.200
301,"2011-04-11 00:00:00",2471,1187,5553,1572,7833.070,7525.580,30097.260,11208.360
3010,"2018-09-22 00:00:00",292,1293,5786,958,925.640,8197.620,31360.120,6830.540
3011,"2018-09-23 00:00:00",3044,2045,1447,1498,9649.480,12965.300,7842.740,10680.740
3012,"2018-09-24 00:00:00",3414,1274,3616,1925,10822.380,8077.160,19598.720,13725.250
3013,"2018-09-25 00:00:00",6850,867,4210,606,21714.500,5496.780,22818.200,4320.780
3014,"2018-09-26 00:00:00",2425,1256,5820,780,7687.250,7963.040,31544.400,5561.400
3015,"2018-09-27 00:00:00",6899,3933,4515,1447,21869.830,24935.220,24471.300,10317.110
3016,"2018-09-28 00:00:00",1855,3035,4569,577,5880.350,19241.900,24763.980,4114.010
3017,"2018-09-29 00:00:00",2651,1569,4894,1429,8403.670,9947.460,26525.480,10188.770
3018,"2018-09-30 00:00:00",6651,2724,5515,562,21083.670,17270.160,29891.300,4007.060
302,"2011-04-12 00:00:00",2651,1807,3716,701,8403.670,11456.380,20140.720,4998.130
3020,"2018-10-01 00:00:00",5017,1581,1476,1292,15903.890,10023.540,7999.920,9211.960
3021,"2018-10-02 00:00:00",1101,1787,672,615,3490.170,11329.580,3642.240,4384.950
3022,"2018-10-03 00:00:00",4886,1670,4187,1628,15488.620,10587.800,22693.540,11607.640
3023,"2018-10-04 00:00:00",3575,3562,917,276,11332.750,22583.080,4970.140,1967.880
3024,"2018-10-05 00:00:00",2579,1313,2825,938,8175.430,8324.420,15311.500,6687.940
3025,"2018-10-06 00:00:00",1710,2679,4738,1367,5420.700,16984.860,25679.960,9746.710
3026,"2018-10-07 00:00:00",6193,2584,1208,1005,19631.810,16382.560,6547.360,7165.650
3027,"2018-10-08 00:00:00",611,3897,2370,1784,1936.870,24706.980,12845.400,12719.920
3028,"2018-10-09 00:00:00",7177,497,4586,336,22751.090,3150.980,24856.120,2395.680
3029,"2018-10-10 00:00:00",5868,3489,2692,1847,18601.560,22120.260,14590.640,13169.110
303,"2011-04-13 00:00:00",3096,1732,2198,607,9814.320,10980.880,11913.160,4327.910
3030,"2018-10-11 00:00:00",4780,2813,586,425,15152.600,17834.420,3176.120,3030.250
3031,"2018-10-12 00:00:00",494,1004,623,1608,1565.980,6365.360,3376.660,11465.040
3032,"2018-10-13 00:00:00",527,863,5328,1669,1670.590,5471.420,28877.760,11899.970
3033,"2018-10-14 00:00:00",831,3544,4737,1539,2634.270,22468.960,25674.540,10973.070
3035,"2018-10-16 00:00:00",7711,536,5333,1025,24443.870,3398.240,28904.860,7308.250
3036,"2018-10-17 00:00:00",1288,2965,4365,758,4082.960,18798.100,23658.300,5404.540
3037,"2018-10-18 00:00:00",4637,1640,1430,1362,14699.290,10397.600,7750.600,9711.060
3038,"2018-10-19 00:00:00",4561,931,3532,1110,14458.370,5902.540,19143.440,7914.300
3039,"2018-10-20 00:00:00",4286,1267,1827,1659,13586.620,8032.780,9902.340,11828.670
304,"2011-04-14 00:00:00",2764,641,743,263,8761.880,4063.940,4027.060,1875.190
3041,"2018-10-22 00:00:00",7384,1433,3271,838,23407.280,9085.220,17728.820,5974.940
3042,"2018-10-23 00:00:00",3089,2988,2621,1450,9792.130,18943.920,14205.820,10338.500
3043,"2018-10-24 00:00:00",1874,3945,2496,1141,5940.580,25011.300,13528.320,8135.330
3044,"2018-10-25 00:00:00",3135,2781,5631,1666,9937.950,17631.540,30520.020,11878.580
3045,"2018-10-26 00:00:00",7904,1276,770,1771,25055.680,8089.840,4173.400,12627.230
3046,"2018-10-27 00:00:00",2980,861,997,943,9446.600,5458.740,5403.740,6723.590
3047,"2018-10-28 00:00:00",7553,1324,3261,1011,23943.010,8394.160,17674.620,7208.430
3049,"2018-10-30 00:00:00",1144,1067,478,677,3626.480,6764.780,2590.760,4827.010
305,"2011-04-15 00:00:00",1836,698,5337,1119,5820.120,4425.320,28926.540,7978.470
3050,"2018-11-01 00:00:00",1534,3236,556,732,4862.780,20516.240,3013.520,5219.160
3051,"2018-11-02 00:00:00",1293,695,2985,1096,4098.810,4406.300,16178.700,7814.480
3052,"2018-11-03 00:00:00",1802,1195,4155,1413,5712.340,7576.300,22520.100,10074.690
3053,"2018-11-04 00:00:00",7553,387,1828,741,23943.010,2453.580,9907.760,5283.330
3055,"2018-11-06 00:00:00",7791,1374,5732,754,24697.470,8711.160,31067.440,5376.020
3056,"2018-11-07 00:00:00",2027,1854,5124,1648,6425.590,11754.360,27772.080,11750.240
3057,"2018-11-08 00:00:00",7482,1684,3709,369,23717.940,10676.560,20102.780,2630.970
3058,"2018-11-09 00:00:00",4797,1663,4898,1057,15206.490,10543.420,26547.160,7536.410
3059,"2018-11-10 00:00:00",4456,1527,1943,1274,14125.520,9681.180,10531.060,9083.620
3060,"2018-11-11 00:00:00",5090,312,3142,777,16135.300,1978.080,17029.640,5540.010
3061,"2018-11-12 00:00:00",4628,330,4181,889,14670.760,2092.200,22661.020,6338.570
3062,"2018-11-13 00:00:00",4971,1333,3053,1996,15758.070,8451.220,16547.260,14231.480
3063,"2018-11-14 00:00:00",5822,1935,5498,413,18455.740,12267.900,29799.160,2944.690
3064,"2018-11-15 00:00:00",1990,1965,303,910,6308.300,12458.100,1642.260,6488.300
3065,"2018-11-16 00:00:00",6128,261,1186,691,19425.760,1654.740,6428.120,4926.830
3066,"2018-11-17 00:00:00",6732,1280,3394,1343,21340.440,8115.200,18395.480,9575.590
3067,"2018-11-18 00:00:00",1793,3019,3117,1191,5683.810,19140.460,16894.140,8491.830
3068,"2018-11-19 00:00:00",5898,1691,3306,1430,18696.660,10720.940,17918.520,10195.900
3069,"2018-11-20 00:00:00",6457,3579,2973,1150,20468.690,22690.860,16113.660,8199.500
3070,"2018-11-21 00:00:00",3891,2133,2291,1190,12334.470,13523.220,12417.220,8484.700
3071,"2018-11-22 00:00:00",1548,334,3804,488,4907.160,2117.560,20617.680,3479.440
3072,"2018-11-23 00:00:00",1899,1248,283,986,6019.830,7912.320,1533.860,7030.180
3073,"2018-11-24 00:00:00",5353,1858,2611,537,16969.010,11779.720,14151.620,3828.810
3074,"2018-11-25 00:00:00",3226,1609,4446,1548,10226.420,10201.060,24097.320,11037.240
3075,"2018-11-26 00:00:00",2008,2833,5594,382,6365.360,17961.220,30319.480,2723.660
3076,"2018-11-27 00:00:00",3517,1529,2695,1408,11148.890,9693.860,14606.900,10039.040
3077,"2018-11-28 00:00:00",1302,3736,2165,1446,4127.340,23686.240,11734.300,10309.980
3078,"2018-11-29 00:00:00",2974,2012,1272,1869,9427.580,12756.080,6894.240,13325.970
3079,"2018-11-30 00:00:00",3926,1204,5793,825,12445.420,7633.360,31398.060,5882.250
308,"2011-04-18 00:00:00",2501,3322,4078,1683,7928.170,21061.480,22102.760,11999.790
3081,"2018-12-01 00:00:00",614,1868,2293,1863,1946.380,11843.120,12428.060,13283.190
3082,"2018-12-02 00:00:00",3984,2829,3021,1491,12629.280,17935.860,16373.820,10630.830
3083,"2018-12-03 00:00:00",4878,3561,2961,1967,15463.260,22576.740,16048.620,14024.710
3084,"2018-12-04 00:00:00",6815,2668,4458,628,21603.550,16915.120,24162.360,4477.640
3085,"2018-12-05 00:00:00",3313,3555,3034,1035,10502.210,22538.700,16444.280,7379.550
3086,"2018-12-06 00:00:00",7316,2680,1026,579,23191.720,16991.200,5560.920,4128.270
3087,"2018-12-07 00:00:00",5463,730,522,295,17317.710,4628.200,2829.240,2103.350
3088,"2018-12-08 00:00:00",5996,656,3667,575,19007.320,4159.040,19875.140,4099.750
3089,"2018-12-09 00:00:00",6753,793,2289,865,21407.010,5027.620,12406.380,6167.450
309,"2011-04-19 00:00:00",610,2304,2971,1657,1933.700,14607.360,16102.820,11814.410
3090,"2018-12-10 00:00:00",492,734,5228,625,1559.640,4653.560,28335.760,4456.250
3091,"2018-12-11 00:00:00",1430,2726,3925,1996,4533.100,17282.840,21273.500,14231.480
3092,"2018-12-12 00:00:00",3452,2213,3608,701,10942.840,14030.420,19555.360,4998.130
3093,"2018-12-13 00:00:00",6188,1808,475,1026,19615.960,11462.720,2574.500,7315.380
3094,"2018-12-14 00:00:00",1161,2814,959,1011,3680.370,17840.760,5197.780,7208.430
3095,"2018-12-15 00:00:00",7316,663,2453,1915,23191.720,4203.420,13295.260,13653.950
3096,"2018-12-16 00:00:00",5331,757,3479,1908,16899.270,4799.380,18856.180,13604.040
3097,"2018-12-17 00:00:00",2670,338,4092,1451,8463.900,2142.920,22178.640,10345.630
3098,"2018-12-18 00:00:00",2252,2929,4778,290,7138.840,18569.860,25896.760,2067.700
3099,"2018-12-19 00:00:00",3405,978,4791,1964,10793.850,6200.520,25967.220,14003.320
31,"2010-07-14 00:00:00",378,581,2531,446,1198.260,3683.540,13718.020,3179.980
310,"2011-04-20 00:00:00",2319,3222,704,1208,7351.230,20427.480,3815.680,8613.040
3100,"2018-12-20 00:00:00",2703,1978,3370,1822,8568.510,12540.520,18265.400,12990.860
3101,"2018-12-21 00:00:00",7968,2656,704,1188,25258.560,16839.040,3815.680,8470.440
3102,"2018-12-22 00:00:00",6252,580,3130,1119,19818.840,3677.200,16964.600,7978.470
3103,"2018-12-23 00:00:00",3139,752,823,1247,9950.630,4767.680,4460.660,8891.110
3104,"2018-12-24 00:00:00",4631,885,5663,1323,14680.270,5610.900,30693.460,9432.990
3105,"2018-12-25 00:00:00",7998,3917,2182,433,25353.660,24833.780,11826.440,3087.290
3106,"2018-12-26 00:00:00",5099,3448,2711,1647,16163.830,21860.320,14693.620,11743.110
3107,"2018-12-27 00:00:00",2378,1436,1348,1007,7538.260,9104.240,7306.160,7179.910
3108,"2018-12-28 00:00:00",2531,1169,1524,607,8023.270,7411.460,8260.080,4327.910
3109,"2018-12-29 00:00:00",7702,2514,5793,1452,24415.340,15938.760,31398.060,10352.760
311,"2011-04-21 00:00:00",7155,1511,3626,662,22681.350,9579.740,19652.920,4720.060
3110,"2018-12-30 00:00:00",3173,2006,3391,1722,10058.410,12718.040,18379.220,12277.860
3111,"2019-01-01 00:00:00",1661,1142,5748,991,5265.370,7240.280,31154.160,7065.830
3112,"2019-01-02 00:00:00",3157,715,4730,1623,10007.690,4533.100,25636.600,11571.990
3113,"2019-01-03 00:00:00",4156,879,1243,1287,13174.520,5572.860,6737.060,9176.310
3114,"2019-01-04 00:00:00",893,1264,3553,1240,2830.810,8013.760,19257.260,8841.200
3115,"2019-01-05 00:00:00",2496,939,4443,1768,7912.320,5953.260,24081.060,12605.840
3116,"2019-01-06 00:00:00",4875,1090,5158,1477,15453.750,6910.600,27956.360,10531.010
3117,"2019-01-07 00:00:00",6313,2269,2375,1472,20012.210,14385.460,12872.500,10495.360
3118,"2019-01-08 00:00:00",455,3179,1594,938,1442.350,20154.860,8639.480,6687.940
3119,"2019-01-09 00:00:00",3050,2494,830,313,9668.500,15811.960,4498.600,2231.690
312,"2011-04-22 00:00:00",1433,2490,1664,1475,4542.610,15786.600,9018.880,10516.750
3120,"2019-01-10 00:00:00",6158,3060,3674,1722,19520.860,19400.400,19913.080,12277.860
3121,"2019-01-11 00:00:00",1402,831,1979,1242,4444.340,5268.540,10726.180,8855.460
3122,"2019-01-12 00:00:00",7722,884,2307,1506,24478.740,5604.560,12503.940,10737.780
3123,"2019-01-13 00:00:00",6853,1162,349,601,21724.010,7367.080,1891.580,4285.130
3124,"2019-01-14 00:00:00",3333,3368,5154,818,10565.610,21353.120,27934.680,5832.340
3125,"2019-01-15 00:00:00",7483,1578,3247,502,23721.110,10004.520,17598.740,3579.260
3126,"2019-01-16 00:00:00",2998,3277,4393,1629,9503.660,20776.180,23810.060,11614.770
3127,"2019-01-17 00:00:00",5835,3147,1128,1471,18496.950,19951.980,6113.760,10488.230
3128,"2019-01-18 00:00:00",6222,2782,1901,540,19723.740,17637.880,10303.420,3850.200
3129,"2019-01-19 00:00:00",4085,1612,1595,1338,12949.450,10220.080,8644.900,9539.940
313,"2011-04-23 00:00:00",697,788,5433,1872,2209.490,4995.920,29446.860,13347.360
3130,"2019-01-20 00:00:00",2464,1084,1934,512,7810.880,6872.560,10482.280,3650.560
3131,"2019-01-21 00:00:00",5027,2903,3780,840,15935.590,18405.020,20487.600,5989.200
3132,"2019-01-22 00:00:00",2973,3253,3122,304,9424.410,20624.020,16921.240,2167.520
3133,"2019-01-23 00:00:00",2018,3385,533,410,6397.060,21460.900,2888.860,2923.300
3134,"2019-01-24 00:00:00",4523,2920,5523,931,14337.910,18512.800,29934.660,6638.030
3135,"2019-01-25 00:00:00",6081,2381,1455,1079,19276.770,15095.540,7886.100,7693.270
3136,"2019-01-26 00:00:00",5269,865,1742,489,16702.730,5484.100,9441.640,3486.570
3137,"2019-01-27 00:00:00",2118,2435,1148,613,6714.060,15437.900,6222.160,4370.690
3138,"2019-01-28 00:00:00",3517,2174,2616,1978,11148.890,13783.160,14178.720,14103.140
3139,"2019-01-29 00:00:00",1059,3708,5665,1585,3357.030,23508.720,30704.300,11301.050
314,"2011-04-24 00:00:00",6149,2464,2089,689,19492.330,15621.760,11322.380,4912.570
3140,"2019-01-30 00:00:00",2180,2494,1070,1838,6910.600,15811.960,5799.400,13104.940
3141,"2019-01-31 00:00:00",5835,1870,4416,682,18496.950,11855.800,23934.720,4862.660
3142,"2019-02-01 00:00:00",5119,1871,2037,431,16227.230,11862.140,11040.540,3073.030
3143,"2019-02-02 00:00:00",3892,979,1086,624,12337.640,6206.860,5886.120,4449.120
3144,"2019-02-03 00:00:00",593,3179,1165,927,1879.810,20154.860,6314.300,6609.510
3145,"2019-02-04 00:00:00",2090,488,802,1514,6625.300,3093.920,4346.840,10794.820
3146,"2019-02-05 00:00:00",4140,2106,5060,1454,13123.800,13352.040,27425.200,10367.020
3147,"2019-02-06 00:00:00",5353,3372,5759,419,16969.010,21378.480,31213.780,2987.470
3148,"2019-02-07 00:00:00",3873,2873,3182,817,12277.410,18214.820,17246.440,5825.210
3149,"2019-02-08 00:00:00",2005,263,4269,1973,6355.850,1667.420,23137.980,14067.490
315,"2011-04-25 00:00:00",5382,3474,4141,464,17060.940,22025.160,22444.220,3308.320
3150,"2019-02-09 00:00:00",5889,2852,4628,686,18668.130,18081.680,25083.760,4891.180
3151,"2019-02-10 00:00:00",825,1926,3587,782,2615.250,12210.840,19441.540,5575.660
3152,"2019-02-11 00:00:00",7438,1268,5734,406,23578.460,8039.120,31078.280,2894.780
3153,"2019-02-12 00:00:00",6393,1843,1984,1358,20265.810,11684.620,10753.280,9682.540
3154,"2019-02-13 00:00:00",7576,3743,5097,1630,24015.920,23730.620,27625.740,11621.900
3155,"2019-02-14 00:00:00",6843,1055,4979,353,21692.310,6688.700,26986.180,2516.890
3156,"2019-02-15 00:00:00",4525,3234,5416,637,14344.250,20503.560,29354.720,4541.810
3157,"2019-02-16 00:00:00",7046,2678,5906,1781,22335.820,16978.520,32010.520,12698.530
3158,"2019-02-17 00:00:00",6564,3254,2775,882,20807.880,20630.360,15040.500,6288.660
3159,"2019-02-18 00:00:00",4610,2570,5175,581,14613.700,16293.800,28048.500,4142.530
316,"2011-04-26 00:00:00",6956,1828,3164,1630,22050.520,11589.520,17148.880,11621.900
3160,"2019-02-19 00:00:00",4981,1683,2308,1520,15789.770,10670.220,12509.360,10837.600
3161,"2019-02-20 00:00:00",4368,1779,2596,1406,13846.560,11278.860,14070.320,10024.780
3162,"2019-02-21 00:00:00",4352,739,2717,1561,13795.840,4685.260,14726.140,11129.930
3164,"2019-02-23 00:00:00",6790,1391,2562,1929,21524.300,8818.940,13886.040,13753.770
